lat_cell,lon_cell,continent,year,n_rec,S_obs,S_rare10
43.9,3.7,europe,2024,1,1,
55.8,46.1,europe,2024,29,17,9.873
42.7,-0.7,europe,2025,3,3,
44.0,1.9,europe,2024,267,86,19.601
51.6,5.6,europe,2023,17,20,12.022
42.9,13.9,europe,2024,29,19,9.395
40.1,20.1,europe,2023,74,17,7.826
41.5,2.3,europe,2023,1,1,
51.1,1.2,europe,2023,6,10,
42.7,11.8,europe,2023,108,63,18.345
42.8,13.8,europe,2023,5,6,
43.4,-3.5,europe,2025,3,2,
40.3,20.8,europe,2025,22,9,7.067
42.7,13.8,europe,2023,9,8,
39.7,-4.3,europe,2024,4,3,
45.4,9.1,europe,2024,11,17,16.0
42.1,1.3,europe,2024,29,18,9.6
40.2,20.1,europe,2023,61,18,8.489
39.0,-8.0,europe,2024,8,8,
44.2,3.5,europe,2023,15,4,3.549
47.6,9.1,europe,2024,8,12,
42.7,13.5,europe,2023,14,11,8.516
55.8,46.9,europe,2024,6,6,
42.8,-8.0,europe,2023,5,4,
41.1,-5.4,europe,2024,1,1,
45.3,1.6,europe,2024,7,4,
44.6,6.8,europe,2023,1,1,
42.7,13.9,europe,2023,7,9,
42.6,-8.4,europe,2025,3,2,
42.8,13.6,europe,2024,31,21,9.224
38.5,-2.6,europe,2025,2,3,
40.5,19.3,europe,2023,17,8,6.287
42.2,-8.4,europe,2025,18,15,8.776
42.2,1.0,europe,2025,52,43,19.844
50.0,19.8,europe,2024,2,1,
52.7,18.0,europe,2023,1,2,
46.7,1.1,europe,2023,32,22,11.083
37.9,-8.1,europe,2025,4,5,
55.2,47.6,europe,2024,1,1,
43.9,5.7,europe,2025,1,1,
42.8,13.8,europe,2025,4,3,
35.1,33.4,europe,2023,1,3,
51.3,12.3,europe,2025,12,12,10.318
43.3,2.7,europe,2024,14,30,24.623
41.0,-5.7,europe,2025,120,76,15.348
42.8,13.2,europe,2025,27,16,8.0
47.3,8.7,europe,2025,11,10,9.273
41.0,-4.9,europe,2024,3,3,
46.0,48.0,europe,2023,4,3,
38.1,-4.9,europe,2025,38,13,6.595
43.1,6.0,europe,2024,5,4,
57.5,22.3,europe,2024,2,2,
42.8,13.6,europe,2025,42,27,10.172
41.2,1.7,europe,2023,130,69,9.331
43.4,-3.0,europe,2025,3,3,
42.8,-8.7,europe,2025,97,43,17.859
44.4,11.4,europe,2025,3,2,
45.2,1.7,europe,2023,4,3,
53.1,48.2,europe,2023,2,3,
44.6,4.3,europe,2023,1,1,
38.0,-1.6,europe,2025,3,3,
48.2,-0.2,europe,2025,3,3,
42.7,13.5,europe,2024,15,10,7.711
53.1,23.0,europe,2024,1,2,
50.0,19.8,europe,2025,7,4,
45.7,13.5,europe,2025,18,17,13.041
57.7,22.5,europe,2024,18,18,10.261
43.3,-5.9,europe,2025,40,39,13.078
42.7,13.9,europe,2025,3,2,
52.1,6.3,europe,2025,3,4,
37.9,-4.7,europe,2023,16,6,4.831
45.8,5.4,europe,2023,2,3,
44.0,1.8,europe,2024,56,24,10.502
45.0,3.3,europe,2024,1,2,
42.6,1.0,europe,2025,6,6,
37.0,-3.4,europe,2025,22,6,4.308
48.0,-4.8,europe,2024,736,119,9.296
38.5,-2.4,europe,2025,1,3,
42.8,-8.7,europe,2024,111,44,15.672
44.7,6.7,europe,2025,2,2,
57.0,24.0,europe,2025,4,3,
42.4,1.8,europe,2023,20,7,5.315
44.0,7.2,europe,2023,4,3,
44.5,8.7,europe,2025,44,15,7.716
43.5,5.8,europe,2025,1,1,
42.8,13.7,europe,2025,8,7,
43.5,6.7,europe,2023,2,1,
55.2,47.6,europe,2023,6,7,
49.0,-1.4,europe,2023,1,1,
35.8,14.3,europe,2024,1,1,
39.7,8.9,europe,2023,2,2,
44.2,-1.0,europe,2025,1,1,
50.5,3.0,europe,2024,3,2,
50.6,3.0,europe,2024,5,4,
54.9,47.9,europe,2025,2,1,
42.7,-0.8,europe,2025,2,2,
52.8,6.1,europe,2025,4,4,
45.2,6.8,europe,2024,13,6,5.073
41.5,1.8,europe,2025,21,21,11.447
46.3,6.0,europe,2023,2,2,
42.5,-5.3,europe,2024,4,8,
43.7,43.9,europe,2024,1,1,
42.7,11.8,europe,2024,86,52,11.307
45.8,4.9,europe,2023,3,2,
43.6,4.2,europe,2023,5,4,
42.8,-9.2,europe,2025,2,2,
42.4,1.9,europe,2024,47,33,16.314
43.2,18.5,europe,2025,1,1,
45.4,13.5,europe,2024,1,1,
46.1,8.3,europe,2024,1,1,
48.0,0.1,europe,2024,29,22,9.614
42.7,1.2,europe,2023,2,2,
45.8,15.9,europe,2024,5,2,
45.7,4.9,europe,2023,6,3,
44.9,0.5,europe,2024,1,2,
46.5,5.6,europe,2023,1,2,
42.8,13.5,europe,2025,3,2,
41.8,0.9,europe,2025,7,11,
56.1,46.8,europe,2023,1,1,
41.8,-8.6,europe,2024,12,11,9.5
47.1,14.5,europe,2024,2,3,
60.4,-1.2,europe,2024,1,1,
43.5,3.8,europe,2024,7,9,
42.4,0.9,europe,2024,28,19,8.708
41.5,0.5,europe,2023,44,31,13.038
41.5,-8.5,europe,2025,163,68,17.239
40.9,-1.3,europe,2024,2,2,
36.5,34.0,europe,2023,20,12,7.641
37.7,-5.0,europe,2025,1,1,
41.7,-6.2,europe,2024,5,5,
50.0,8.6,europe,2024,67,26,8.349
40.7,0.8,europe,2024,13,8,6.769
42.7,-5.8,europe,2025,11,11,10.0
42.9,22.9,europe,2024,15,9,7.044
48.8,9.2,europe,2025,1,2,
50.1,5.9,europe,2023,9,7,
41.5,0.5,europe,2024,19,24,15.689
37.0,-8.0,europe,2023,6,9,
77.7,14.4,europe,2024,1,1,
36.7,-5.3,europe,2025,71,29,9.179
43.9,3.7,europe,2025,4,5,
57.1,18.3,europe,2024,1,1,
48.2,9.8,europe,2024,113,53,15.064
47.4,4.4,europe,2023,347,75,9.164
43.6,1.3,europe,2023,51,34,19.631
39.8,-6.0,europe,2024,16,10,7.374
37.0,31.8,europe,2024,10,13,13.0
39.5,16.4,europe,2023,3,12,
43.2,0.1,europe,2024,14,25,21.875
59.3,18.0,europe,2023,108,74,15.775
43.2,-7.6,europe,2023,6,11,
48.4,17.1,europe,2023,6,6,
46.9,3.7,europe,2024,9,6,
48.7,-1.6,europe,2024,163,90,10.028
41.5,1.9,europe,2025,30,27,14.557
37.0,-7.8,europe,2023,170,57,10.2
41.4,46.2,europe,2023,7,3,
42.1,24.2,europe,2024,22,12,7.11
52.3,13.2,europe,2023,3,3,
41.1,0.7,europe,2023,6,4,
47.2,-2.0,europe,2025,14,17,14.473
56.2,16.4,europe,2023,45,32,11.137
50.7,3.3,europe,2023,9,6,
51.4,-0.3,europe,2023,14,14,12.36
48.7,17.6,europe,2023,2,3,
43.2,1.0,europe,2023,3,7,
52.5,12.7,europe,2023,5,5,
59.1,15.4,europe,2023,2,2,
40.7,21.0,europe,2023,5,11,
51.0,16.7,europe,2024,9,7,
47.5,4.4,europe,2023,21,12,7.892
42.3,2.9,europe,2024,2,1,
56.5,16.2,europe,2025,5,5,
48.2,16.9,europe,2025,56,42,16.156
43.4,28.5,europe,2023,66,31,8.798
47.9,-1.8,europe,2025,4,6,
51.1,12.4,europe,2023,6,5,
36.7,-5.4,europe,2023,51,15,9.474
45.4,0.2,europe,2023,3,2,
49.0,5.8,europe,2024,12,7,6.455
41.2,1.7,europe,2025,84,52,9.375
42.8,-5.8,europe,2025,1,1,
55.7,14.1,europe,2025,8,13,
43.2,1.0,europe,2025,6,8,
57.6,11.9,europe,2024,40,42,15.697
48.0,0.2,europe,2023,18,14,8.676
43.6,3.8,europe,2025,250,94,10.87
48.1,8.1,europe,2024,196,47,10.137
53.6,0.1,europe,2025,157,51,9.104
50.8,4.3,europe,2025,41,29,10.435
48.4,-1.5,europe,2023,1,1,
41.5,1.9,europe,2023,31,25,12.469
52.2,14.0,europe,2023,3,4,
46.2,2.1,europe,2025,1,1,
54.9,47.9,europe,2023,79,31,11.235
51.8,-2.5,europe,2024,2,7,
42.2,3.0,europe,2025,21,14,8.193
50.7,4.5,europe,2023,9,10,
45.5,4.5,europe,2023,1,2,
52.1,5.3,europe,2025,12,6,5.333
57.1,31.1,europe,2023,3,3,
49.6,13.2,europe,2023,5,8,
52.7,23.8,europe,2025,40,29,11.543
41.9,-6.5,europe,2024,21,12,7.506
50.4,3.6,europe,2023,32,21,9.024
43.5,0.1,europe,2023,4,4,
49.2,26.2,europe,2025,16,12,10.126
46.7,1.2,europe,2024,2,2,
55.6,13.5,europe,2023,1,2,
51.8,12.0,europe,2025,1,1,
49.2,-0.2,europe,2024,83,37,8.681
40.5,-3.7,europe,2024,2,2,
50.3,26.6,europe,2025,175,51,15.154
42.1,14.4,europe,2023,7,10,
47.9,10.9,europe,2023,129,76,27.22
63.7,20.8,europe,2024,16,12,8.497
39.2,16.7,europe,2023,33,29,14.439
45.8,0.8,europe,2023,18,6,4.851
56.2,16.4,europe,2025,14,17,13.242
59.3,18.2,europe,2024,1,1,
43.6,3.8,europe,2023,231,85,10.151
43.1,0.3,europe,2023,35,30,18.738
59.1,18.3,europe,2024,9,22,
48.2,9.7,europe,2024,397,97,14.138
60.1,25.0,europe,2023,32,43,17.625
60.2,-1.3,europe,2024,6,6,
42.7,11.1,europe,2024,21,14,9.107
45.7,16.0,europe,2024,29,26,10.759
43.5,3.9,europe,2025,25,14,7.316
40.9,-1.7,europe,2024,266,59,21.79
58.0,26.6,europe,2024,78,48,21.417
47.8,16.7,europe,2025,3,5,
42.8,2.9,europe,2023,4,3,
56.2,25.3,europe,2025,1,3,
42.3,19.5,europe,2023,22,20,12.709
50.8,4.6,europe,2025,57,49,21.533
52.2,13.7,europe,2023,9,10,
46.1,6.0,europe,2023,3,6,
39.8,-6.0,europe,2023,32,33,15.938
43.3,2.7,europe,2025,2,5,
55.7,37.7,europe,2023,17,22,14.868
52.1,14.0,europe,2023,12,24,21.879
56.2,16.4,europe,2024,112,83,25.159
44.9,0.9,europe,2024,39,35,13.696
43.1,0.3,europe,2025,16,29,22.033
43.2,3.1,europe,2023,23,9,5.879
44.3,15.1,europe,2024,36,20,9.256
52.1,4.3,europe,2023,28,20,12.879
50.7,18.0,europe,2023,11,17,16.273
57.7,16.6,europe,2023,1,1,
41.5,1.9,europe,2024,13,13,10.682
48.8,8.9,europe,2024,255,57,7.775
44.2,15.3,europe,2024,10,9,9.0
41.3,14.8,europe,2025,4,4,
43.5,-1.5,europe,2024,101,51,11.764
43.6,3.8,europe,2024,231,92,11.921
42.1,-7.2,europe,2023,5,3,
57.6,11.6,europe,2025,4,8,
45.8,5.9,europe,2023,3,3,
43.8,4.5,europe,2023,6,7,
59.3,18.0,europe,2024,61,50,12.057
58.3,26.6,europe,2024,135,63,11.093
43.8,5.1,europe,2024,13,22,18.339
48.2,9.8,europe,2023,223,63,14.694
51.3,14.9,europe,2025,1,1,
39.5,16.5,europe,2025,33,19,13.336
45.7,15.9,europe,2024,23,21,10.819
51.7,15.9,europe,2023,14,13,11.109
52.2,20.5,europe,2023,18,11,7.6
49.2,-0.2,europe,2023,76,36,7.818
47.0,17.1,europe,2025,1,1,
51.9,16.6,europe,2023,7,12,
45.8,13.6,europe,2023,5,15,
48.1,16.9,europe,2023,15,17,13.626
47.0,17.5,europe,2025,11,5,4.818
46.2,2.1,europe,2024,1,1,
45.7,16.1,europe,2023,16,14,10.089
61.5,29.4,europe,2025,2,1,
42.8,-6.5,europe,2023,5,11,
48.3,21.3,europe,2023,6,11,
45.5,8.3,europe,2024,1,4,
49.0,5.8,europe,2023,39,25,11.768
38.5,-9.0,europe,2024,1,1,
47.7,16.7,europe,2025,34,32,17.276
37.1,-7.7,europe,2024,61,31,12.403
42.4,11.8,europe,2023,3,3,
47.4,9.6,europe,2023,1,3,
51.4,23.1,europe,2023,25,22,11.55
46.6,0.1,europe,2025,40,22,14.748
51.8,23.8,europe,2023,54,35,16.322
59.5,17.9,europe,2025,2,2,
51.0,16.9,europe,2024,4,5,
51.4,14.2,europe,2023,31,16,8.274
43.6,1.7,europe,2023,1,3,
53.3,6.2,europe,2023,2,3,
57.9,25.8,europe,2023,13,25,21.42
50.6,-1.2,europe,2025,17,28,20.919
41.5,45.9,europe,2024,4,6,
42.9,3.0,europe,2025,47,26,8.892
47.2,11.5,europe,2024,1,1,
57.1,18.3,europe,2025,2,2,
52.7,5.9,europe,2023,2,2,
46.5,0.1,europe,2025,3,4,
47.8,2.0,europe,2024,223,93,11.712
39.6,16.1,europe,2023,3,8,
37.1,-7.7,europe,2025,42,30,13.034
47.3,11.6,europe,2025,6,6,
49.4,26.2,europe,2025,1,1,
56.7,37.1,europe,2025,5,8,
50.5,23.1,europe,2024,8,8,
47.3,9.6,europe,2024,28,13,6.635
52.2,13.8,europe,2023,35,40,18.788
51.1,15.0,europe,2024,2,2,
50.5,3.1,europe,2023,8,17,
39.7,16.5,europe,2024,5,15,
57.7,22.6,europe,2024,10,8,8.0
49.8,8.4,europe,2024,22,33,26.396
47.9,2.2,europe,2025,2,4,
48.2,16.9,europe,2023,137,74,18.884
52.8,6.6,europe,2024,21,26,17.349
56.3,12.4,europe,2024,1,1,
51.8,25.6,europe,2023,79,73,29.758
51.5,23.1,europe,2025,5,4,
51.4,0.2,europe,2023,17,13,8.779
42.2,1.0,europe,2024,131,44,14.839
48.5,2.3,europe,2024,11,11,10.545
42.8,13.6,europe,2023,30,18,8.524
59.3,26.8,europe,2023,8,6,
44.7,9.4,europe,2025,40,22,11.226
54.2,-0.3,europe,2024,46,23,8.087
54.1,-0.2,europe,2024,189,59,11.511
52.6,9.1,europe,2023,4,4,
54.1,-0.6,europe,2023,2012,63,21.138
51.8,5.9,europe,2023,53,5,3.166
42.9,-6.2,europe,2023,6,9,
48.8,2.6,europe,2025,26,19,8.627
52.2,-6.4,europe,2024,154,59,10.543
54.1,-0.6,europe,2024,2539,63,20.883
54.1,-0.6,europe,2025,1824,68,21.336
49.8,19.2,europe,2025,169,58,10.888
52.2,21.0,europe,2024,56,33,12.613
52.2,-6.4,europe,2025,156,62,10.388
51.7,5.2,europe,2025,31,20,8.672
52.2,-6.5,europe,2023,136,42,9.866
42.4,2.8,europe,2023,2,1,
55.0,48.0,europe,2025,48,20,8.654
62.8,12.7,europe,2023,39,15,10.073
52.2,1.5,europe,2023,8,6,
53.5,8.6,europe,2023,87,54,9.798
43.0,-5.5,europe,2023,5,3,
50.9,4.2,europe,2023,5,5,
42.9,9.4,europe,2024,475,91,8.778
58.7,17.0,europe,2025,142,50,12.317
58.3,26.6,europe,2023,134,64,11.751
53.8,8.5,europe,2023,108,59,9.725
51.3,-0.2,europe,2025,97,49,9.375
45.8,24.8,europe,2025,40,38,19.652
52.1,-6.5,europe,2023,626,114,12.53
41.4,2.3,europe,2023,80,56,10.728
51.8,6.1,europe,2023,22,2,1.455
51.1,16.9,europe,2025,5,6,
45.3,10.2,europe,2023,52,22,6.538
53.6,-1.8,europe,2024,34,31,12.11
48.6,9.2,europe,2024,198,50,11.503
52.0,4.8,europe,2024,26,18,7.535
51.5,6.1,europe,2024,30,25,9.795
51.7,5.6,europe,2023,11,10,9.273
52.3,16.9,europe,2023,16,19,12.492
48.9,4.3,europe,2023,26,23,9.985
52.2,-6.4,europe,2023,173,57,8.872
48.8,3.0,europe,2023,109,48,9.052
69.5,18.6,europe,2025,47,34,14.394
59.6,12.5,europe,2024,32,24,9.92
40.8,0.8,europe,2023,77,36,8.929
59.3,24.1,europe,2024,11,6,5.727
50.7,4.5,europe,2025,14,17,12.363
51.8,-1.2,europe,2024,3,4,
51.2,3.2,europe,2025,373,75,8.564
48.3,10.8,europe,2024,48,19,6.159
46.7,7.4,europe,2024,36,23,9.018
51.7,3.7,europe,2025,1,1,
51.2,3.2,europe,2024,449,70,8.712
60.1,25.0,europe,2024,8,11,
45.6,8.1,europe,2024,3,7,
50.2,18.9,europe,2025,5,5,
37.3,-6.3,europe,2024,256,66,9.204
59.9,17.9,europe,2025,179,48,8.848
45.0,6.5,europe,2023,2,1,
51.9,-0.3,europe,2025,9,10,
63.7,20.3,europe,2025,32,16,8.197
60.4,22.3,europe,2023,10,5,5.0
51.2,22.5,europe,2025,8,5,
45.6,25.6,europe,2025,93,26,12.423
50.2,18.9,europe,2023,69,31,9.423
50.8,3.3,europe,2025,79,45,9.364
49.5,23.9,europe,2023,141,75,15.816
58.3,26.6,europe,2025,83,48,11.213
48.4,23.7,europe,2023,137,59,21.046
52.4,13.4,europe,2023,10,14,14.0
50.5,5.6,europe,2024,19,14,8.406
45.9,-1.0,europe,2024,175,87,9.616
53.2,5.5,europe,2024,39,36,10.616
42.5,2.1,europe,2023,6,6,
48.8,3.0,europe,2024,341,76,9.056
50.9,1.8,europe,2024,71,47,9.395
51.6,16.0,europe,2023,31,17,11.681
37.3,-6.3,europe,2023,356,85,9.191
49.8,23.9,europe,2024,14,17,13.922
69.5,18.6,europe,2024,41,29,11.667
53.5,-6.4,europe,2024,47,26,9.122
48.9,2.3,europe,2024,17,9,5.963
48.8,2.3,europe,2024,153,56,9.411
48.7,-1.6,europe,2023,155,85,9.308
48.9,4.3,europe,2024,48,40,11.227
53.6,-1.8,europe,2025,62,39,10.387
44.1,5.3,europe,2024,15,6,4.333
50.3,26.6,europe,2024,96,42,12.84
52.4,-1.6,europe,2024,4,4,
47.3,9.7,europe,2025,54,22,9.54
59.3,18.0,europe,2025,68,35,9.349
51.8,16.6,europe,2023,36,20,11.168
50.8,3.3,europe,2023,119,58,9.057
61.5,27.9,europe,2025,6,7,
50.9,5.7,europe,2023,14,12,9.011
70.1,29.3,europe,2024,8,13,
59.3,-2.5,europe,2023,24,20,10.408
53.2,-6.2,europe,2024,48,27,8.635
46.3,5.9,europe,2025,9,8,
62.4,6.1,europe,2024,9,7,
43.8,3.5,europe,2023,3,4,
60.2,5.3,europe,2025,8,8,
48.8,2.3,europe,2025,54,28,8.322
61.8,16.6,europe,2024,5,13,
60.1,24.9,europe,2025,3,6,
62.8,12.6,europe,2023,7,4,
55.8,37.5,europe,2025,9,10,
59.3,26.9,europe,2023,11,6,5.545
52.4,-2.4,europe,2024,7,9,
51.9,6.3,europe,2024,9,16,
69.6,18.9,europe,2023,8,6,
48.8,2.3,europe,2023,46,30,9.679
45.8,6.4,europe,2024,17,13,8.522
50.8,4.6,europe,2023,11,7,6.545
52.3,21.1,europe,2025,2,2,
52.1,-6.5,europe,2024,666,114,13.437
51.2,-3.0,europe,2024,43,40,14.402
51.3,-0.2,europe,2024,128,59,9.06
42.5,-0.7,europe,2023,4,5,
54.1,-0.2,europe,2023,70,44,9.427
53.5,8.6,europe,2024,59,38,9.204
67.8,20.2,europe,2024,3,5,
47.2,9.8,europe,2024,28,28,16.065
47.6,9.5,europe,2025,92,53,13.606
51.6,16.0,europe,2024,31,26,14.289
54.0,-1.1,europe,2024,61,27,8.219
51.8,16.5,europe,2024,8,9,
50.1,8.6,europe,2025,146,34,10.946
43.5,-0.4,europe,2023,18,20,13.056
52.6,-0.8,europe,2023,8,7,
48.0,-4.8,europe,2025,1367,119,8.935
46.9,9.9,europe,2024,122,47,10.776
48.2,14.4,europe,2025,8,25,
54.7,18.4,europe,2024,4,4,
51.0,-1.9,europe,2025,13,22,18.986
57.6,11.9,europe,2025,25,29,16.639
48.0,-4.7,europe,2024,195,75,8.976
52.4,10.0,europe,2024,130,40,9.213
58.6,16.4,europe,2025,84,30,12.05
59.8,17.6,europe,2023,78,59,11.534
47.9,19.8,europe,2025,5,5,
57.1,14.0,europe,2023,4,5,
48.4,23.1,europe,2023,158,45,18.1
60.1,14.6,europe,2025,9,8,
48.9,9.4,europe,2024,26,22,14.36
48.8,2.7,europe,2025,26,26,11.046
50.0,19.2,europe,2025,47,29,14.005
61.7,25.7,europe,2025,3,6,
41.8,24.1,europe,2024,11,4,3.909
63.9,20.6,europe,2025,10,5,5.0
54.9,-4.1,europe,2024,10,5,5.0
46.5,6.1,europe,2023,5,11,
53.4,15.1,europe,2024,3,2,
63.8,20.1,europe,2024,49,25,9.338
50.6,-1.2,europe,2024,75,68,24.571
46.6,15.0,europe,2025,2,5,
45.3,17.3,europe,2024,1,1,
48.5,24.1,europe,2023,8,9,
54.7,25.4,europe,2023,1,1,
59.1,26.4,europe,2024,8,7,
59.8,10.6,europe,2025,7,9,
63.6,19.9,europe,2023,264,85,12.068
48.0,20.4,europe,2023,3,5,
60.0,17.0,europe,2023,5,5,
52.3,-1.8,europe,2024,34,32,10.053
50.1,16.7,europe,2023,3,6,
51.9,16.1,europe,2024,9,7,
63.9,20.8,europe,2023,204,85,17.92
46.8,6.1,europe,2024,9,6,
58.3,24.1,europe,2024,18,15,11.496
45.3,7.0,europe,2023,3,3,
48.4,8.2,europe,2025,1,4,
63.4,19.6,europe,2025,13,14,11.346
58.3,25.8,europe,2024,16,16,11.679
47.9,10.9,europe,2024,106,63,21.319
53.8,-1.0,europe,2023,21,27,19.547
50.1,4.5,europe,2023,7,12,
46.4,6.0,europe,2025,5,4,
47.6,11.8,europe,2024,4,6,
54.7,-1.6,europe,2023,4,7,
62.8,24.7,europe,2024,3,6,
47.9,20.0,europe,2024,1,1,
65.5,21.5,europe,2023,4,6,
44.2,6.7,europe,2025,14,11,9.78
64.2,20.0,europe,2025,10,5,5.0
52.6,23.8,europe,2024,6,7,
68.6,17.2,europe,2023,1,3,
47.5,12.8,europe,2025,4,3,
45.8,10.8,europe,2023,6,5,
58.2,15.5,europe,2024,11,7,6.545
63.9,20.3,europe,2025,14,11,9.241
44.5,6.2,europe,2023,25,36,19.077
58.0,12.2,europe,2024,3,2,
47.9,19.8,europe,2024,4,4,
58.1,25.9,europe,2024,28,15,8.233
61.3,12.6,europe,2025,1,1,
60.2,17.2,europe,2025,20,22,14.897
56.7,37.1,europe,2023,42,31,13.156
58.0,26.6,europe,2025,30,28,16.702
49.0,10.8,europe,2024,20,26,15.957
61.6,17.5,europe,2024,3,12,
48.5,23.6,europe,2023,28,23,14.251
47.9,19.7,europe,2024,2,1,
60.1,14.7,europe,2025,14,10,7.857
54.5,18.8,europe,2023,6,5,
63.9,20.3,europe,2024,18,7,4.856
44.7,6.8,europe,2025,25,19,9.1
54.2,17.8,europe,2025,1,3,
53.2,5.8,europe,2025,5,4,
59.5,18.1,europe,2025,8,8,
47.6,12.8,europe,2025,1,1,
43.7,43.8,europe,2024,59,32,11.304
48.1,19.8,europe,2025,1,2,
52.9,10.2,europe,2025,56,21,8.338
52.4,10.0,europe,2025,27,14,7.502
46.8,7.9,europe,2025,11,4,3.909
47.8,8.0,europe,2024,6,11,
60.8,10.7,europe,2024,2,2,
53.5,-1.7,europe,2024,2,4,
52.3,14.4,europe,2023,10,23,23.0
47.2,9.7,europe,2024,73,45,18.323
48.3,7.0,europe,2023,12,8,6.985
63.8,20.1,europe,2023,168,36,6.284
56.3,47.1,europe,2023,29,25,13.889
52.5,16.9,europe,2023,1,2,
52.6,13.3,europe,2023,14,31,25.405
62.1,16.2,europe,2023,4,6,
48.3,6.9,europe,2024,3,4,
47.3,5.4,europe,2025,3,6,
61.3,27.0,europe,2025,1,5,
44.8,6.6,europe,2023,3,3,
52.3,13.8,europe,2023,19,26,17.353
48.7,23.8,europe,2023,13,8,7.42
51.6,5.2,europe,2025,37,38,13.855
46.5,6.1,europe,2024,24,14,7.937
59.0,12.6,europe,2024,1,1,
56.7,13.1,europe,2025,7,7,
44.9,6.4,europe,2023,1,2,
51.7,16.4,europe,2023,18,17,11.049
60.9,27.2,europe,2025,6,20,
52.3,13.8,europe,2024,10,16,16.0
47.8,20.2,europe,2024,1,1,
47.5,12.9,europe,2023,2,2,
45.2,16.7,europe,2023,2,2,
52.6,7.3,europe,2025,3,3,
45.4,25.4,europe,2025,6,5,
50.3,23.1,europe,2023,2,1,
45.6,7.3,europe,2024,16,7,5.801
44.6,6.0,europe,2023,5,4,
48.1,7.0,europe,2023,8,7,
52.3,5.0,europe,2023,9,20,
62.1,25.5,europe,2025,3,3,
53.5,-1.8,europe,2024,29,28,12.94
50.4,6.3,europe,2025,1,1,
46.8,8.0,europe,2024,4,4,
52.2,-6.5,europe,2025,126,52,11.311
44.5,6.2,europe,2024,17,26,17.97
52.0,5.9,europe,2024,20,33,24.632
50.3,18.6,europe,2024,1,1,
65.5,21.2,europe,2024,1,1,
42.6,23.2,europe,2025,6,6,
50.0,20.2,europe,2024,33,28,12.784
50.4,6.1,europe,2023,9,7,
54.0,13.4,europe,2024,4,13,
53.4,22.6,europe,2025,2,2,
46.2,10.8,europe,2025,12,7,6.303
53.8,22.9,europe,2025,7,5,
58.2,13.9,europe,2025,2,7,
50.2,5.6,europe,2023,14,11,8.516
58.9,17.3,europe,2023,1,1,
62.7,22.4,europe,2025,11,12,11.364
59.1,26.5,europe,2024,3,3,
52.0,6.0,europe,2024,5,10,
47.9,11.2,europe,2024,1,6,
52.6,16.1,europe,2025,1,2,
59.2,15.1,europe,2024,5,6,
50.4,23.1,europe,2023,4,3,
59.9,17.9,europe,2024,515,115,9.378
45.7,11.2,europe,2025,30,14,8.028
46.6,6.1,europe,2024,7,5,
63.8,20.7,europe,2024,113,41,8.217
48.7,1.9,europe,2023,7,7,
69.5,18.6,europe,2023,44,17,6.921
46.7,8.3,europe,2024,9,6,
49.8,4.8,europe,2025,8,5,
50.4,16.3,europe,2023,67,38,13.416
64.6,26.9,europe,2023,28,24,12.801
51.9,5.9,europe,2023,63,55,14.194
38.2,35.2,europe,2023,20,12,8.167
60.3,5.2,europe,2025,3,3,
49.4,0.3,europe,2024,16,13,9.464
53.8,23.0,europe,2024,2,1,
64.8,25.9,europe,2024,4,11,
43.4,4.4,europe,2023,14,24,19.494
41.4,0.5,europe,2024,3,8,
61.7,28.0,europe,2025,13,13,10.692
47.8,-4.4,europe,2025,23,19,9.949
56.6,12.7,europe,2024,6,13,
50.6,-1.2,europe,2023,46,48,19.199
40.5,45.0,europe,2024,5,4,
46.0,7.9,europe,2024,3,3,
41.4,0.5,europe,2023,7,7,
52.1,-6.5,europe,2025,455,105,13.523
56.1,10.0,europe,2023,17,8,5.375
59.8,10.6,europe,2023,1,1,
42.4,-2.4,europe,2024,1,2,
52.3,-6.5,europe,2023,1,1,
59.2,18.3,europe,2023,1,3,
45.6,48.0,europe,2023,81,36,11.316
51.3,0.8,europe,2023,11,14,12.818
53.8,13.8,europe,2023,1,1,
56.1,16.4,europe,2024,1,2,
49.4,8.6,europe,2023,50,44,15.633
51.2,4.2,europe,2024,5,4,
51.5,15.7,europe,2024,4,4,
49.2,8.5,europe,2023,7,13,
54.1,13.4,europe,2023,4,16,
39.7,44.7,europe,2023,7,5,
52.3,5.0,europe,2024,18,34,23.922
58.7,17.8,europe,2023,314,111,15.953
48.6,-4.3,europe,2024,12,13,11.909
51.4,0.1,europe,2025,203,64,9.279
58.7,17.1,europe,2025,14,13,9.945
43.6,4.5,europe,2023,4,5,
59.4,17.2,europe,2024,68,55,19.531
47.8,11.0,europe,2023,17,27,21.21
47.3,27.3,europe,2025,1,1,
41.2,0.5,europe,2024,5,7,
58.7,17.8,europe,2025,10,9,9.0
57.5,11.9,europe,2025,16,17,10.625
53.2,5.5,europe,2025,31,26,10.359
50.6,5.4,europe,2023,10,6,6.0
52.3,0.0,europe,2024,2,2,
49.3,-1.2,europe,2024,39,21,8.535
39.8,-4.3,europe,2023,18,17,11.572
47.8,-4.4,europe,2023,9,24,
59.5,17.4,europe,2023,37,30,13.66
51.5,0.5,europe,2024,9,20,
51.2,4.2,europe,2025,19,20,14.147
52.4,5.4,europe,2023,1,1,
68.7,17.2,europe,2025,6,3,
48.4,-5.1,europe,2024,53,46,12.778
48.0,-4.9,europe,2025,110,41,8.579
32.6,-16.9,europe,2023,2,2,
